0.000000000000000000e+00 -5.835308837890625000e+01
2.315039999999999980e-03 -8.721441778060477645e+01
4.630079999999999960e-03 -8.824805803710000873e+01
6.945119999999999939e-03 -1.298236083903916551e+02
9.260159999999999919e-03 -6.303456268906072069e+01
1.157520000000000077e-02 -9.761710721788199763e+00
1.389023999999999988e-02 2.671913620564635750e+01
1.620527999999999899e-02 1.256203501767908470e+01
1.852031999999999984e-02 -6.099913340345485580e+01
2.083536000000000069e-02 -5.654949132352802366e+01
2.315040000000000153e-02 4.028015512436825318e+00
2.546543999999999891e-02 1.733247199637496578e+02
2.778047999999999976e-02 2.024112628874908637e+02
3.009552000000000060e-02 1.038987543043229493e+02
3.241055999999999798e-02 -3.892219910505978930e+01
3.472560000000000230e-02 -1.031949589777100016e+02
3.704063999999999968e-02 -6.037674288557789737e+01
3.935567999999999705e-02 5.230609356047004610e+01
4.167072000000000137e-02 1.482633917058979023e+02
4.398575999999999875e-02 2.197990747079975904e+02
4.630080000000000306e-02 1.558392028431331653e+02
4.861584000000000044e-02 7.488015840616650109e+01
5.093087999999999782e-02 2.792896609164560573e+01
5.324592000000000214e-02 7.211620496897430144e+01
5.556095999999999951e-02 1.559232171291398572e+02
5.787599999999999689e-02 2.097904310166870800e+02
6.019104000000000121e-02 1.912311259796447587e+02
6.250608000000000553e-02 8.014918219854622805e+01
6.482111999999999596e-02 -3.029671667811473412e+01
6.713616000000000028e-02 -6.719859552744625830e+01
6.945120000000000460e-02 1.728340381680358462e+01
7.176623999999999504e-02 5.081835385939587724e+01
7.408127999999999935e-02 7.024767857349553424e+01
7.639632000000000367e-02 4.075545931201568095e+01
7.871135999999999411e-02 2.801222983126321964e+01
8.102639999999999842e-02 -1.091775540045356041e-01
8.334144000000000274e-02 1.306438729346521832e+01
8.565647999999999318e-02 2.309349097129806694e+01
8.797151999999999750e-02 7.762208068958574358e+01
9.028656000000000181e-02 4.359456407750057139e+01
9.260160000000000613e-02 -5.353801581759491768e+01
9.491663999999999657e-02 -6.401580649564739645e+01
9.723168000000000089e-02 -6.397823573936828012e+01
9.954672000000000520e-02 -4.745387954374115935e+01
1.018617599999999956e-01 -5.129342669355249740e+01
1.041768000000000000e-01 -8.746852405143164333e+01
1.064918400000000043e-01 -1.297999808380289437e+02
1.088068799999999947e-01 -1.290192083356332660e+02
1.111219199999999990e-01 -7.011751382162890422e+01
1.134369600000000033e-01 -3.689773511198599465e+01
1.157519999999999938e-01 -5.433831662394564432e+01
1.180670399999999981e-01 -8.746286203480444499e+01
1.203820800000000024e-01 -7.934555915722786779e+01
1.226971199999999929e-01 -1.064582373377789679e+02
1.250121600000000111e-01 -1.078773667848159477e+02
1.273272000000000015e-01 -3.089917602722650258e+01
1.296422399999999919e-01 -1.072697836089845325e+01
1.319572800000000101e-01 -3.323089662205180161e+01
1.342723200000000006e-01 -4.496353029691190528e+01
1.365873599999999910e-01 -7.122151207606056289e+01
1.389024000000000092e-01 -8.651646207583391401e+01
1.412174399999999996e-01 2.543509293978532426e+01
1.435324799999999901e-01 5.532332359068717409e+01
1.458475200000000083e-01 1.369464281094610136e+01
1.481625599999999987e-01 -6.673193727263014807e+01
1.504775999999999891e-01 -9.652282284373271182e+01
1.527926400000000073e-01 -1.056082505693575939e+02
1.551076799999999978e-01 -1.028183237357386730e+02
1.574227199999999882e-01 -4.336090853123983635e+01
1.597377600000000064e-01 -1.272557325561899155e+01
1.620527999999999968e-01 -4.066692068723360620e+01
1.643678399999999873e-01 -6.698550103535760059e+01
1.666828800000000055e-01 -7.055424195524099673e+01
1.689979199999999959e-01 -1.100983024506813450e+02
1.713129599999999864e-01 -1.053029540108607023e+02
1.736280000000000046e-01 -9.442605364826042091e+01
1.759430399999999950e-01 -1.056900310296851444e+02
1.782580799999999854e-01 -1.642021969806915820e+02
1.805731200000000036e-01 -1.623198495714410114e+02
1.828881599999999941e-01 -1.461785823049243334e+02
1.852032000000000123e-01 -1.532152811237542096e+02
1.875182400000000027e-01 -1.533538229690672381e+02
1.898332799999999931e-01 -1.616269110678059349e+02
1.921483200000000113e-01 -1.929520231541058308e+02
1.944633600000000018e-01 -1.560109729605367193e+02
1.967783999999999922e-01 -1.015202110275010057e+02
1.990934400000000104e-01 -9.004856555586886202e+01
2.014084800000000008e-01 -5.295714230361338082e+01
2.037235199999999913e-01 -3.865924902468808710e+01
2.060385600000000095e-01 -6.609236044192856241e+01
2.083535999999999999e-01 -9.263753108434536898e+01
2.106686399999999904e-01 -8.325177370297727464e+01
2.129836800000000085e-01 -5.920822273451191364e+01
2.152987199999999990e-01 -9.472292291634303751e+00
2.176137599999999894e-01 -2.712894240675031376e+00
2.199288000000000076e-01 -5.148913740154271323e+01
2.222438399999999981e-01 -1.032688821789471803e+02
2.245588799999999885e-01 -5.799491070931305359e+01
2.268739200000000067e-01 2.542749456381157103e+01
2.291889599999999971e-01 9.168346607753260002e+01
2.315039999999999876e-01 1.679766246473906506e+02
2.338190400000000058e-01 1.209790999766690760e+02
2.361340799999999962e-01 3.941690199649526960e+01
2.384491199999999866e-01 -1.811645936398851475e+01
2.407641600000000048e-01 6.324943592446320650e+01
2.430791999999999953e-01 1.670749508389006621e+02
2.453942399999999857e-01 2.275717662174018585e+02
2.477092800000000039e-01 2.204380229735234309e+02
2.500243200000000221e-01 1.539544964084553271e+02
2.523393600000000125e-01 7.386909682822910383e+01
2.546544000000000030e-01 5.612971679603846553e+01
2.569694399999999934e-01 6.525283517798010280e+01
2.592844799999999839e-01 8.401897320336399844e+01
2.615995199999999743e-01 1.043380604127556381e+02
2.639145600000000202e-01 7.234598542454560288e+01
2.662296000000000107e-01 -3.460782473700588557e+00
2.685446400000000011e-01 -6.119913055644641986e+01
2.708596799999999916e-01 -3.079161999808031780e+01
2.731747199999999820e-01 6.258457068800932888e+01
2.754897599999999724e-01 6.497198564235020513e+01
2.778048000000000184e-01 -1.783510856116073517e+00
2.801198400000000088e-01 -1.696165648045922580e+01
2.824348799999999993e-01 -3.158375413494332662e+01
2.847499199999999897e-01 -2.486284843965225377e+01
2.870649599999999801e-01 5.501101575731851767e+00
2.893799999999999706e-01 1.169850066997417493e+01
2.916950400000000165e-01 -2.309724196657296247e+01
2.940100800000000070e-01 -5.033086878582475521e+01
2.963251199999999974e-01 -2.104546304220888331e+01
2.986401599999999878e-01 -1.679119181551150675e+01
3.009551999999999783e-01 2.200936169413439947e-01
3.032702400000000242e-01 -1.048143464081503051e+00
3.055852800000000147e-01 -2.569267418470113640e+01
3.079003200000000051e-01 -1.478046426627496679e+01
3.102153599999999956e-01 -4.519137324915592302e+01
3.125303999999999860e-01 -9.054677642291160566e+01
3.148454399999999764e-01 -8.167044114820173206e+01
3.171604800000000224e-01 -2.869698889213809423e+01
3.194755200000000128e-01 -6.933744884983579482e+01
3.217905600000000033e-01 -9.071943522955609751e+01
3.241055999999999937e-01 -9.397657278546300574e+01
3.264206399999999841e-01 -1.235825992326490734e+02
3.287356799999999746e-01 -8.999034979409549351e+01
3.310507200000000205e-01 -8.582279403785776140e+00
3.333657600000000110e-01 -2.744896675948679388e+01
3.356808000000000014e-01 -6.124977063299257196e+01
3.379958399999999918e-01 -4.818120082966367335e+01
